Start,End,Open,High,Low,Close,Volume,Market Cap
2024-11-20,2024-11-21,0.5755088290979994,0.5830442186518323,0.5510391004722022,0.5614000178311759,852309.3449477352,303871264.445993
2024-11-19,2024-11-20,0.5865921313372217,0.5960246161035463,0.5586845054107399,0.5770031387622857,1083156.0139372821,307257329.26829267
2024-11-18,2024-11-19,0.564127473410142,0.5998521925311404,0.5635260398967318,0.584511394581831,964546.487804878,309222627.5365854
2024-11-17,2024-11-18,0.5699412747168054,0.575393829226501,0.5426374009761982,0.5619617794664031,1113597.6202090592,299320632.912892
2024-11-16,2024-11-17,0.57746088696767,0.5883952198022875,0.5475300665654758,0.5688324833883177,946170.8675958188,306038867.14285713
2024-11-15,2024-11-16,0.5321841994893358,0.5771330491457424,0.5170106380723977,0.5771330491457424,887054.5296167247,294651785.68989545
2024-11-14,2024-11-15,0.5534435010864476,0.5840355364238539,0.5261619004351642,0.5307378389219188,1792788.6445993031,295217088.0069686
2024-11-13,2024-11-14,0.6005082591274951,0.6054435550871836,0.5415421243927935,0.5550221839801477,3473156.1428571427,304977342.6062718
2024-11-12,2024-11-13,0.6809527925927515,0.7050268303256021,0.5962148688953086,0.6046579393121599,3930552.2090592333,344444829.5505226
2024-11-11,2024-11-12,0.6496930647464627,0.6894905506967608,0.6339911632192026,0.6815001736641246,3984960.275261324,350313634.2543554
2024-11-10,2024-11-11,0.6463268427266098,0.6687896522144069,0.6282347017867955,0.6483799289019023,960181.6968641115,347716870.20905924
2024-11-09,2024-11-10,0.6131037291935425,0.646533473264393,0.6131037291935425,0.6457678759869871,554735.9547038327,334021323.85714287
2024-11-08,2024-11-09,0.6200541856483137,0.6282161011594956,0.5990744874725947,0.6130838715783878,968314.243902439,327123997.1881533
2024-11-07,2024-11-08,0.6171519915539667,0.630460770892176,0.6044287793312234,0.6203935918395392,1131408.7665505228,329308743.0034843
2024-11-06,2024-11-07,0.5676542817852686,0.6239744669670216,0.5676542817852686,0.6172601776352455,961269.1846689895,323312715.1184669
2024-11-05,2024-11-06,0.5370561486125468,0.5827869440125655,0.534686157901719,0.5701781406079339,501444.18466898956,296158340.88850176
2024-11-04,2024-11-05,0.5628866276060744,0.5646382219226578,0.5319328021079679,0.5359772965474263,387681.47386759584,294296968.26829267
2024-11-03,2024-11-04,0.5688591499566261,0.5838886030627778,0.5554086005980056,0.5625225996418046,385816.0139372822,302049149.0836237
2024-11-02,2024-11-03,0.5853319978822143,0.5858261363646726,0.5482297087768537,0.5693496360208035,674475.1777003484,303144861.5261324
2024-11-01,2024-11-02,0.5834667205757487,0.6002364555695083,0.5683625591188428,0.5851839273790285,582047.3693379791,311349348.77700347
2024-10-31,2024-11-01,0.5916762984949322,0.6001033879507454,0.5760669273872607,0.5851014005727558,525451.425087108,313539193.72473866
2024-10-30,2024-10-31,0.5947578304956864,0.6034661189056585,0.5808861765143429,0.5904244101402119,625832.2857142857,314636497.5261324
2024-10-29,2024-10-30,0.5812070053906082,0.6036468177719694,0.5805045813320922,0.5939547247270547,791348.8257839722,315813348.0627178
2024-10-28,2024-10-29,0.6050386966377934,0.6096200707780571,0.5677281517558044,0.5815688876033241,352034.0139372822,316182409.9512195
2024-10-27,2024-10-28,0.5866208747079922,0.6152580548840074,0.5866208747079922,0.6041231817458876,318417.33797909407,317423826.7630662
2024-10-26,2024-10-27,0.5759588201529632,0.581209050265547,0.5664357127814563,0.581209050265547,410948.26480836235,306826460.4738676
2024-10-25,2024-10-26,0.6251696401531115,0.6559683036264695,0.5795015344783765,0.5795739972997949,237922.60278745645,335572414.21254355
2024-10-24,2024-10-25,0.6111277148727735,0.6288841916247601,0.6092774271624334,0.6250738196185589,348154.16027874564,331032270.1567944
2024-10-23,2024-10-24,0.6373740485811701,0.6403340392216079,0.5996433256355667,0.6112521353549017,282735.7073170732,332764015.7804878
